Sample_ID	Mean Coverage (Raw)	% Duplication	Est Lib Size	Total ng cfDNA Input	Sequencing Institution	Sequencer
T-OS-0060-cfDNA-10ng-WK4	0.058288	22%	2598483	10	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0060-cfDNA-1ng-D0	0.042658	17%	2388673	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0060-cfDNA-1ng-WK2	0.020332	21%	1283203	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0060-cfDNA-1ng-WK4	0.033723	20%	1654852	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0060-cfDNA-1ng-WK8	0.011206	17%	585220	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0060-cfDNA-5ng-D0	0.090656	20%	4210184	5	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0061-cfDNA-10ng-WK2	0.064873	21%	3404581	10	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0061-cfDNA-1ng-D0	0.01156	20%	573872	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0061-cfDNA-1ng-WK16	0.028617	23%	1206344	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0061-cfDNA-1ng-WK20	0.046661	18%	2469130	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0061-cfDNA-1ng-WK4	0.063928	19%	3307333	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0061-cfDNA-1ng-WK8	0.011544	17%	641348	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0061-cfDNA-3ng-WK12	0.040928	17%	2446084	3	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0061-cfDNA-6ng-WK16	0.008452	53%	238912	6	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0062-cfDNA-10ng-WK12	0.053972	18%	3101778	10	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0062-cfDNA-10ng-WK2	0.027833	20%	1398253	10	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0062-cfDNA-1ng-D0	0.035232	16%	2036512	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0062-cfDNA-1ng-WK2	0.045049	16%	2522000	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0062-cfDNA-1ng-WK4	0.048982	17%	2655885	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0062-cfDNA-1ng-WK8	0.060611	18%	3145879	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0062-cfDNA-2ng-WK8	0.046108	16%	2938685	2	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0064-cfDNA-1ng-D0	0.0435	19%	2391771	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0064-cfDNA-1ng-WK2	0.040777	19%	2244708	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0064-cfDNA-1ng-WK4	0.033112	20%	1698620	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0064-cfDNA-1ng-WK8	0.03493	20%	1831122	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0064-cfDNA-3ng-WK2	0.063743	19%	3458606	3	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0064-cfDNA-5ng-WK8	0.067754	21%	3291566	5	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0064-cfDNA-7ng-WK4	0.054624	25%	2505772	7	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0064-cfDNA-8ng-D0	0.061524	24%	2710037	8	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0067-cfDNA-2ng-WK2	0.055828	22%	2649435	2	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0067-cfDNA-3ng-D0	0.051474	26%	2287725	3	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0067-cfDNA-3ng-WK4	0.046637	24%	1984203	3	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0069-cfDNA-2ng-D0	0.057412	26%	2643012	2	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0069-cfDNA-2ng-WK2	0.040517	28%	1675321	2	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0069-cfDNA-2ng-WK4	0.066771	21%	3437155	2	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0073-cfDNA-1ng-WK4	0.061785	16%	3687429	1	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0073-cfDNA-2ng-WK2	0.044709	16%	2939825	2	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0073-cfDNA-7ng-D0	0.061742	21%	3105538	7	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0074-cfDNA-2ng-WK2	0.043808	24%	2044801	2	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0074-cfDNA-5ng-D0	0.057914	22%	2760271	5	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
T-OS-0074-cfDNA-6ng-WK4	0.089188	19%	4501930	6	TCSVM Comparative Pathology and Genomics Resource	NextSeq 2000
