ID	Sample_ID	Cohort	Date.of.CBC	WBC	RBC	Hemoglobin	Hematocrit	MCV	MCH	MCHC	RDW	Platelet.count	Mean.Platelet.volume	Reticulocyte.count	Absolute.reticulocyte.count	Comments	Seg.Neuts	Lymphocytes	Monocytes	Eosinophils	Basophils	Band.Neuts	Other.	Nucleated.RBC	Absolute.Seg.Neutrophils	Absolute.Lymphs	Absolute.Mono	Absolute.Eos	Absolute.Baso	Absolute.Band.Neutro	WBC.Morphology.Comments	RBC.Comments	Other.comments	Time.of.CBC	Other	Acanthocytes	Anisocytosis	echinocytes	Howell.jolly.bodies	keratocytes	schistocytes	Lipemia	Hemolysis						
T-OS-0045	T-OS-0045-cfDNA-1ng-WK16	OS_Longitudinal	5/23/22	8.82	7.03	16.8	51	72.1	23.9	33.1	15.8	261	11.2	1.43	100.8		83	13	1	3	NA	NA		1	7.321	1.15	0.09	0.26	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0045	T-OS-0045-cfDNA-1ng-WK2	OS_Longitudinal	3/14/22	4.53	8.76	20.1	59	66.8	22.9	34.4	13.9	224	12.1	0.28	24.8		71	23	4	2	NA	NA		NA	3.216	1.04	0.18	0.09	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0045	T-OS-0045-cfDNA-1ng-WK20	OS_Longitudinal	6/27/22	6.21	7.23	16.9	52	72.1	23.4	32.4	13.3	448	10.4	0.7	50.5		69	27	3	1	NA	NA		NA	4.285	1.68	0.19	0.06	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0045	T-OS-0045-cfDNA-1ng-WK4	OS_Longitudinal	3/28/22	5.76	7.78	18.1	52	66.6	23.3	34.9	15.2	298	12.8	0.92	71.8		88	8	4	NA	NA	NA		NA	5.069	0.46	0.23	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0045	T-OS-0045-cfDNA-1ng-WK8	OS_Longitudinal	4/25/22	6.88	7.52	17.3	51	67.4	23	34.1	16.6	413	11.8	1.52	114.7		76	17	6	1	NA	NA		NA	5.229	1.17	0.41	0.07	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0045	T-OS-0045-cfDNA-2ng-WK2	OS_Longitudinal	3/14/22	4.53	8.76	20.1	59	66.8	22.9	34.4	13.9	224	12.1	0.28	24.8		71	23	4	2	NA	NA		NA	3.216	1.04	0.18	0.09	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0045	T-OS-0045-cfDNA-4ng-D0	OS_Longitudinal	2/24/22	6.44	7.96	18.2	54	68	22.9	33.6	14.1	178	11.8	0.83	66.2		79	16	4	1	NA	NA		NA	5.088	1.03	0.26	0.06	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0045	T-OS-0045-cfDNA-5ng-WK16	OS_Longitudinal	5/23/22	8.82	7.03	16.8	51	72.1	23.9	33.1	15.8	261	11.2	1.43	100.8		83	13	1	3	NA	NA		1	7.321	1.15	0.09	0.26	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0046	T-OS-0046-cfDNA-10ng-D0	OS_Longitudinal	5/13/22	8.29	6.47	15.5	45	68.8	24	34.8	12.8	251	11.3	1.04	67.2		70	20	6	4	NA	NA		NA	5.803	1.66	0.5	0.33	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0046	T-OS-0046-cfDNA-1ng-D0	OS_Longitudinal	5/13/22	8.29	6.47	15.5	45	68.8	24	34.8	12.8	251	11.3	1.04	67.2		70	20	6	4	NA	NA		NA	5.803	1.66	0.5	0.33	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0046	T-OS-0046-cfDNA-1ng-WK12	OS_Longitudinal	8/12/22	7.66	6.84	15.9	48	70.2	23.2	33.1	14.8	82	13.8	1.69	115.5		72	16	4	8	NA	NA		NA	5.515	1.23	0.31	0.61	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0046	T-OS-0046-cfDNA-1ng-WK16	OS_Longitudinal	9/9/22	19.59	7.33	16.4	51	69.3	22.4	32.3	14.1	217	10.6	1.57	115.3		78	13	5	4	NA	NA		2	15.28	2.55	0.98	0.78	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0046	T-OS-0046-cfDNA-1ng-WK2	OS_Longitudinal	6/3/22	10.75	4.94	11.5	35	71.1	23.3	32.8	13	228	10.4	0.86	42.4		88	9	1	2	NA	NA		1	9.46	0.97	0.11	0.22	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0046	T-OS-0046-cfDNA-1ng-WK4	OS_Longitudinal	6/17/22	10.59	5.87	13.9	42	71.5	23.7	33.1	14.7	347	10.9	2.63	154.7		75	14	6	5	NA	NA		NA	7.943	1.48	0.64	0.53	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0046	T-OS-0046-cfDNA-1ng-WK8	OS_Longitudinal	7/15/22	6	6.25	14.7	44	70.6	23.5	33.3	14.7	276	9.1	0.56	35.2		61	31	2	6	NA	NA		NA	3.66	1.86	0.12	0.36	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0046	T-OS-0046-cfDNA-5ng-WK4	OS_Longitudinal	6/17/22	10.59	5.87	13.9	42	71.5	23.7	33.1	14.7	347	10.9	2.63	154.7		75	14	6	5	NA	NA		NA	7.943	1.48	0.64	0.53	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0047	T-OS-0047-cfDNA-1ng-D0	OS_Longitudinal	1/30/23	8.24	6.85	15.8	48	69.4	23.1	33.2	13.2	121	8.7	0.49	33.4		50	40	3	7	NA	NA		NA	4.12	3.3	0.25	0.58	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0047	T-OS-0047-cfDNA-1ng-WK2	OS_Longitudinal	2/14/23	6.36	6.03	14.4	41	67.8	23.9	35.2	13.1	152	9.5	0.04	2.7		31	64	4	1	NA	NA		NA	1.972	4.07	0.25	0.06	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0047	T-OS-0047-cfDNA-1ng-WK4	OS_Longitudinal	2/27/23	6.47	5.86	13.5	41	69.8	23	33	15.2	312	9	0.59	34.4		24	68	5	3	NA	NA		NA	1.553	4.4	0.32	0.19	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0047	T-OS-0047-cfDNA-1ng-WK8	OS_Longitudinal	3/27/23	7.59	5.56	13.1	39	69.2	23.6	34	16.4	234	10.6	1.14	63.2		43	56	1	NA	NA	NA		1	3.264	4.25	0.08	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0047	T-OS-0047-cfDNA-2ng-WK28	OS_Longitudinal	12/6/23	6.94	6.31	14.9	45	70.7	23.6	33.4	13.7	289	8.9	1.17	73.5		51	38	7	4	NA	NA		1	3.539	2.64	0.49	0.28	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0047	T-OS-0047-cfDNA-3ng-WK36	OS_Longitudinal	1/31/24	6.45	6.88	16.4	48	70.3	23.8	33.9	13.8	277	8.6	1.11	76		41	49	6	4	NA	NA		3	2.645	3.16	0.39	26	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0047	T-OS-0047-cfDNA-6ng-WK32	OS_Longitudinal	1/4/24	7.32	6.43	15.4	45	70.3	24	34.1	13.5	264	8.6	0.96	61.8		31	58	4	7	NA	NA		NA	2.269	4.25	0.29	0.51	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0048	T-OS-0048-cfDNA-1ng-D0	OS_Longitudinal	2/2/23	8.43	7.31	17.9	54	73.5	24.5	33.3	13.6	241	9.1	0.46	33.4		78	13	3	5	1	NA		NA	6.575	1.1	0.25	0.42	0.08	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0048	T-OS-0048-cfDNA-1ng-WK2	OS_Longitudinal	2/16/23	5.49	6.97	16.7	51	73.1	24	32.8	13.6	293	9.2	0.29	20.4		75	17	5	3	NA	NA		NA	4.118	0.93	0.27	0.16	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0048	T-OS-0048-cfDNA-1ng-WK4	OS_Longitudinal	3/2/23	4.86	7.31	17.5	53	72.4	23.9	33	13.5	249	8.4	0.44	31.8		72	23	4	1	NA	NA		NA	3.499	1.12	0.19	0.05	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0048	T-OS-0048-cfDNA-1ng-WK8	OS_Longitudinal	3/30/23	5.08	6.47	15.8	46	71.5	24.4	34.2	15.2	328	10.1	0.59	38.3		71	17	9	3	NA	NA		NA	3.607	0.86	0.46	0.15	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0049	T-OS-0049-cfDNA-1ng-D0	OS_Longitudinal	12/14/22	4.23	5.86	13.4	41	69.3	22.9	32.9	13.3	254	8.7	0.55	32		61	34	2	3	NA	NA		NA	2.58	1.44	0.08	0.13	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0049	T-OS-0049-cfDNA-1ng-WK2	OS_Longitudinal	12/27/22	3.45	5.25	11.7	36	68.3	22.3	32.6	13.6	256	9.7	0.24	12.4		57	36	5	2	NA	NA		NA	1.967	1.24	0.17	0.07	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0049	T-OS-0049-cfDNA-1ng-WK4	OS_Longitudinal	1/11/23	3.73	6.63	14.8	46	69.3	22.3	32.2	15.7	386	8.8	0.86	56.8		66	25	6	3	NA	NA		NA	2.462	0.93	0.22	0.11	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0049	T-OS-0049-cfDNA-1ng-WK8	OS_Longitudinal	2/8/23	4.02	5.69	13.1	40	70.5	23	32.6	15.7	339	9.3	0.43	24.7		38	56	2	4	NA	NA		NA	1.528	2.25	0.08	0.16	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0050	T-OS-0050-cfDNA-10ng-WK48	OS_Longitudinal	2/2/23	5.45	5.89	14.5	46	78.2	24.6	31.5	14.1	397	11.4	1.71	100.5		68	27	3	2	NA	NA		NA	3.706	1.47	0.16	0.11	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0050	T-OS-0050-cfDNA-1ng-D0	OS_Longitudinal	2/28/22	8.31	7.4	18.8	57	76.4	25.4	33.2	12.4	282	10.2	1.28	95.1		70	21	7	2	NA	NA		NA	5.817	1.75	0.58	0.17	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0050	T-OS-0050-cfDNA-1ng-WK2	OS_Longitudinal	3/15/22	5.79	7.35	18.7	54	73.6	25.4	34.6	12.1	291	10.6	0.45	33.4		64	35	NA	1	NA	NA		1	3.706	2.03	NA	0.06	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0050	T-OS-0050-cfDNA-1ng-WK4	OS_Longitudinal	3/30/22	5.2	6.72	16.8	50	74.9	25	33.4	13.4	243	9.9	0.91	61		72	24	3	1	NA	NA		NA	3.744	1.25	0.16	0.05	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0050	T-OS-0050-cfDNA-1ng-WK44	OS_Longitudinal	1/5/23	4.66	5.51	13.8	43	78.3	25	32	13.2	376	10.9	1.28	70.4		53	43	3	1	NA	NA		NA	2.47	2	0.14	0.05	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0050	T-OS-0050-cfDNA-1ng-WK48	OS_Longitudinal	2/2/23	5.45	5.89	14.5	46	78.2	24.6	31.5	14.1	397	11.4	1.71	100.5		68	27	3	2	NA	NA		NA	3.706	1.47	0.16	0.11	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0050	T-OS-0050-cfDNA-1ng-WK8	OS_Longitudinal	4/27/22	5.79	4.94	14.3	36	73.8	28.9	39.3	13.9	307	11.9	1.07	52.9		74	20	5	1	NA	NA		NA	4.285	1.16	0.29	0.06	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0050	T-OS-0050-cfDNA-2ng-WK2	OS_Longitudinal	3/15/22	5.79	7.35	18.7	54	73.6	25.4	34.6	12.1	291	10.6	0.45	33.4		64	35	NA	1	NA	NA		1	3.706	2.03	NA	0.06	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0050	T-OS-0050-cfDNA-2ng-WK40	OS_Longitudinal	11/30/22	4.06	4.93	12.1	38	77.4	24.5	31.7	13.6	357	11.9	1.29	63.4		66	28	6	NA	NA	NA		NA	2.68	1.14	0.24	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0050	T-OS-0050-cfDNA-3ng-D0	OS_Longitudinal	2/28/22	8.31	7.4	18.8	57	76.4	25.4	33.2	12.4	282	10.2	1.28	95.1		70	21	7	2	NA	NA		NA	5.817	1.75	0.58	0.17	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0050	T-OS-0050-cfDNA-3ng-WK8	OS_Longitudinal	4/27/22	5.79	4.94	14.3	36	73.8	28.9	39.3	13.9	307	11.9	1.07	52.9		74	20	5	1	NA	NA		NA	4.285	1.16	0.29	0.06	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0050	T-OS-0050-cfDNA-8ng-WK4	OS_Longitudinal	3/30/22	5.2	6.72	16.8	50	74.9	25	33.4	13.4	243	9.9	0.91	61		72	24	3	1	NA	NA		NA	3.744	1.25	0.16	0.05	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0051	T-OS-0051-cfDNA-10ng-WK32	OS_Longitudinal	7/27/22	9.56	6.04	13.9	42	70	23	32.9	14.9	492	12.4	2.4	145		76	7	8	9	NA	NA		2	7.266	0.67	0.76	0.86	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0051	T-OS-0051-cfDNA-1ng-D0	OS_Longitudinal	12/9/21	6.52	6.43	14.9	44	67.8	23.2	34.2	13.7	336	11.8	0.57	36.5		62	18	5	15	NA	NA		NA	4.042	1.17	0.33	0.98	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0051	T-OS-0051-cfDNA-1ng-WK2	OS_Longitudinal	12/21/21	5.25	6.69	15.3	45	67.5	22.9	33.9	13.7	336	11.8	0.14	9.4		57	24	7	11	1	NA		NA	2.993	1.26	0.37	0.58	0.05	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0051	T-OS-0051-cfDNA-1ng-WK28	OS_Longitudinal	6/29/22	8.04	5.41	12.3	39	71.4	22.7	31.9	15.2	333	12.6	0.91	49		85	12	1	2	NA	NA		NA	6.834	0.96	0.08	0.16	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0051	T-OS-0051-cfDNA-1ng-WK32	OS_Longitudinal	7/27/22	9.56	6.04	13.9	42	70	23	32.9	14.9	492	12.4	2.4	145		76	7	8	9	NA	NA		2	7.266	0.67	0.76	0.86	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0051	T-OS-0051-cfDNA-1ng-WK36	OS_Longitudinal	8/17/22	4.95	6.39	14.2	43	66.5	22.2	33.4	14.3	287	12.4	0.34	22		46	38	8	8	NA	NA		NA	2.277	1.88	0.4	0.4	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0051	T-OS-0051-cfDNA-1ng-WK4	OS_Longitudinal	1/4/22	6.19	6.83	15.6	46	67.6	22.8	33.8	15.1	170	11.2	0.71	48.8		64	11	11	14	NA	NA		NA	3.962	0.68	0.68	0.87	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0051	T-OS-0051-cfDNA-1ng-WK8	OS_Longitudinal	2/1/22	4.87	5.7	13.3	39	68.5	23.3	34.1	17.1	390	11.1	1.6	91		63	27	6	4	NA	NA		NA	3.068	1.31	0.29	0.19	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0051	T-OS-0051-cfDNA-4ng-WK28	OS_Longitudinal	6/29/22	8.04	5.41	12.3	39	71.4	22.7	31.9	15.2	333	12.6	0.91	49		85	12	1	2	NA	NA		NA	6.834	0.96	0.08	0.16	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0051	T-OS-0051-cfDNA-4ng-WK8	OS_Longitudinal	2/1/22	4.87	5.7	13.3	39	68.5	23.3	34.1	17.1	390	11.1	1.6	91		63	27	6	4	NA	NA		NA	3.068	1.31	0.29	0.19	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0051	T-OS-0051-cfDNA-5ng-WK36	OS_Longitudinal	8/17/22	4.95	6.39	14.2	43	66.5	22.2	33.4	14.3	287	12.4	0.34	22		46	38	8	8	NA	NA		NA	2.277	1.88	0.4	0.4	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0051	T-OS-0051-cfDNA-5ng-WK4	OS_Longitudinal	1/4/22	6.19	6.83	15.6	46	67.6	22.8	33.8	15.1	170	11.2	0.71	48.8		64	11	11	14	NA	NA		NA	3.962	0.68	0.68	0.87	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0054	T-OS-0054-cfDNA-1ng-D0	OS_Longitudinal	2/13/23	6.27	7.63	17.9	52	68	23.5	34.6	13.7	399	9.5	1.37	104.2		82	10	5	3	NA	NA		NA	5.141	0.63	0.31	0.19	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0054	T-OS-0054-cfDNA-1ng-WK2	OS_Longitudinal	2/28/23	4.42	6.86	15.3	47	68.2	22.3	32.7	13.8	241	9.6	0.73	50.3		79	14	3	4	NA	NA		NA	3.492	0.62	0.13	0.18	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0054	T-OS-0054-cfDNA-1ng-WK4	OS_Longitudinal	3/14/23	7.38	7.11	15.9	48	67.2	22.4	33.3	15.1	416	10	1.76	124.8		69	19	8	4	NA	NA		NA	5.092	1.4	0.59	0.3	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0054	T-OS-0054-cfDNA-1ng-WK8	OS_Longitudinal	4/10/23	3.93	6.13	13.9	41	66.8	22.7	34	15.8	360	11.3	0.98	59.9		60	34	3	3	NA	NA		NA	2.358	1.34	0.12	0.12	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0054	T-OS-0054-cfDNA-4ng-WK16	OS_Longitudinal	5/31/23	6.55	6.52	15	44	67.4	23	34.1	15.6	337	11	1.03	67.4		78	15	3	4	NA	NA		NA	5.109	0.98	0.2	0.26	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0054	T-OS-0054-cfDNA-5ng-WK12	OS_Longitudinal	5/8/23	4.42	6.76	15.8	45	67.2	23.4	34.8	15.6	401	11.8	0.43	29.3		77	18	2	3	NA	NA		NA	3.403	0.8	0.09	0.13	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0055	T-OS-0055-cfDNA-10ng-WK12	OS_Longitudinal	5/9/23	15.07	4.63	9.9	32	69	21.4	31	16.9	616	12.9	4.84	224.1		74	18	7	1	NA	NA		3	11.152	2.71	1.05	0.15	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0055	T-OS-0055-cfDNA-1ng-D0	OS_Longitudinal	2/13/23	14.46	6.31	13.3	42	66.7	21.1	31.6	13.6	483	9.3	1.49	94.2		66	22	6	6	NA	NA		NA	9.544	3.18	0.87	0.87	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0055	T-OS-0055-cfDNA-1ng-WK2	OS_Longitudinal	2/28/23	9.08	5.29	11.5	36	67.2	21.7	32.3	13.8	437	9.8	0.66	34.8		78	17	2	3	NA	NA		1	7.082	1.54	0.18	0.27	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0055	T-OS-0055-cfDNA-1ng-WK4	OS_Longitudinal	3/14/23	13.85	5.84	12.9	40	68.1	22.1	32.4	15.1	416	10	1.63	95.4		80	10	8	2	NA	NA		1	11.08	1.39	1.11	0.28	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0055	T-OS-0055-cfDNA-1ng-WK8	OS_Longitudinal	4/11/23	8.12	5.98	12.7	40	67.3	21.2	31.5	15.1	468	11.7	2.07	124		74	15	8	3	NA	NA		NA	6.009	1.22	0.65	0.24	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0056	T-OS-0056-cfDNA-1ng-D0	OS_Longitudinal	2/17/22	8.48	7.59	16.9	50	66.2	22.3	33.7	14.2	306	11.3	0.99	75.1		81	14	4	1	NA	NA		NA	6.869	1.19	0.34	0.08	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0056	T-OS-0056-cfDNA-1ng-WK16	OS_Longitudinal	8/2/22	5.54	6.15	14.4	41	67	23.4	35	15.6	332	11.1	0.6	36.8		65	28	7	NA	NA	NA		NA	3.601	1.55	0.39	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0056	T-OS-0056-cfDNA-1ng-WK2	OS_Longitudinal	3/29/22	7.02	6.32	13.9	41	64.8	22	33.9	16.1	408	11.5	0.6	38.1		83	9	4	4	NA	NA		NA	5.827	0.63	0.28	0.28	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0056	T-OS-0056-cfDNA-1ng-WK20	OS_Longitudinal	8/28/22	7.96	5.92	13.6	42	70.6	23	32.5	16.1	328	12.3	0.77	45.7		72	17	7	4	NA	NA		NA	5.731	1.35	0.56	0.32	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0056	T-OS-0056-cfDNA-1ng-WK4	OS_Longitudinal	4/11/22	10.67	6.45	15.4	43	67	23.9	35.6	17.5	713	9.9	1.65	106.7		82	14	2	2	NA	NA		NA	8.749	1.49	0.21	0.21	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0056	T-OS-0056-cfDNA-1ng-WK8	OS_Longitudinal	6/6/22	9.42	5.94	14.6	42	71.1	24.6	34.6	15.5	517	10.5	1.23	73.2		64	21	6	9	NA	NA		NA	6.029	1.98	0.57	0.85	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0058	T-OS-0058-cfDNA-1ng-D0	OS_Longitudinal	2/7/23	6.71	7.44	16.4	51	68.5	22	32.2	15.1	192	9.5	0.87	64.8		67	15	8	10	NA	NA		NA	4.496	1.01	0.54	0.67	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0058	T-OS-0058-cfDNA-1ng-WK2	OS_Longitudinal	2/21/23	3.11	5.28	11.4	36	67.7	21.6	31.8	15	180	10.5	0.14	7.4		75	15	3	7	NA	NA		NA	2.333	0.47	0.09	0.22	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0058	T-OS-0058-cfDNA-1ng-WK4	OS_Longitudinal	3/6/23	6.16	7.36	16.1	50	68	21.9	32.2	16.5	287	9.9	0.87	64.3		80	14	3	3	NA	NA		NA	4.928	0.86	0.18	0.18	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0058	T-OS-0058-cfDNA-1ng-WK8	OS_Longitudinal	4/4/23	3.57	6.22	14	42	67.9	22.5	33.2	17.1	302	12.3	0.63	39.2		86	13	NA	1	NA	NA		NA	3.07	0.46	NA	0.04	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0058	T-OS-0058-cfDNA-2ng-WK12	OS_Longitudinal	5/2/23	5.35	6.9	16	48	69.2	23.2	33.5	17.2	300	11.5	0.87	60.3		65	30	2	3	NA	NA		NA	3.478	1.61	0.11	0.16	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0058	T-OS-0058-cfDNA-2ng-WK16	OS_Longitudinal	5/30/23	5.32	6.07	13.9	42	69.2	22.9	33.1	16.3	248	10.7	0.67	40.9		68	28	1	3	NA	NA		NA	3.618	1.49	0.05	0.16	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0059	T-OS-0059-cfDNA-10ng-D0	OS_Longitudinal	8/11/22	10.02	6.87	17.1	51	74.4	24.9	33.5	11.8	159	11.9	0.59	40.4		85	9	2	4	NA	NA		NA	8.517	0.9	0.2	0.4	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0059	T-OS-0059-cfDNA-1ng-D0	OS_Longitudinal	8/11/22	10.02	6.87	17.1	51	74.4	24.9	33.5	11.8	159	11.9	0.59	40.4		85	9	2	4	NA	NA		NA	8.517	0.9	0.2	0.4	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0059	T-OS-0059-cfDNA-1ng-WK2	OS_Longitudinal	8/30/22	4.12	5.69	14.4	41	72.1	25.3	35	12.6	141	11.8	0.26	14.8		72	17	7	4	NA	NA		NA	2.966	0.7	0.29	0.16	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0059	T-OS-0059-cfDNA-1ng-WK20	OS_Longitudinal	1/4/23	4.02	6.09	15	46	75.2	24.6	32.8	12.7	160	11.2	0.81	49.3		60	28	8	4	NA	NA		NA	2.412	1.13	0.32	0.16	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0059	T-OS-0059-cfDNA-1ng-WK24	OS_Longitudinal	1/25/23	4.95	7.12	17.2	53	74.1	24.2	32.6	13.1	171	11.7	0.95	67.5		81	9	10	NA	NA	NA		1	4.01	0.45	0.5	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0059	T-OS-0059-cfDNA-1ng-WK4	OS_Longitudinal	9/14/22	4.55	7.13	17.4	52	72.2	24.4	33.8	13.2	179	11.2	0.75	53.6		68	16	6	10	NA	NA		NA	3.094	0.73	0.27	0.46	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0059	T-OS-0059-cfDNA-6ng-WK24	OS_Longitudinal	1/25/23	4.95	7.12	17.2	53	74.1	24.2	32.6	13.1	171	11.7	0.95	67.5		81	9	10	NA	NA	NA		1	4.01	0.45	0.5	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0060	T-OS-0060-cfDNA-10ng-WK2	OS_Longitudinal	4/28/22	7.93	5.7	12.9	37	64.7	22.6	35	14.7	480	9.6	0.33	18.5		85	12	2	NA	NA	1		NA	6.741	0.95	0.16	NA	NA	0.08				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0060	T-OS-0060-cfDNA-10ng-WK4	OS_Longitudinal	5/24/22	4.93	6.86	15.5	46	67.2	22.6	33.6	14.7	615	9.5	0.26	18.2		56	16	9	19	NA	NA		NA	2.761	0.79	0.44	0.94	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
